"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg06806711",0.4100445,0.6449506,0.5026386,0.03660596,0.4954792,0.04995809,0.4126032,0.1646404,0.4425539,0.1629276,0.1290282,0.04167253,0.4899711,0.5747173,0.544414,0.4715198,0.03860593,0.6749449,0.5865556,0.4732058,0.05585771,0.3086015,0.3630891,0.04134942,0.6648279,0.5835415,0.1208855,0.4920996,0.121406,0.04849038,0.6841457,0.567354,0.35061,0.5516524,0.5713455,0.05024149,0.4165226,0.5001081,0.3320687,0.5660578,0.0624823,0.5097199,0.4498985,0.5006009,0.03803176,0.3890387,0.03159683,0.1377134,0.4043072,0.4955842,0.1849824,0.4177125,0.4907049,0.4084179,0.594432,0.5117067,0.3610226,0.03691312,0.5234516,0.03852887,0.5673493,0.4829261,0.04941259,0.4018706,0.6753711,0.3070936,0.4818496,0.1708628,0.3869848,0.1600003,0.4268361,0.5943555,0.5415409,0.4601086,0.3678433,0.1714054,0.08947863,0.04514562,0.0485502,0.0473171,0.04119843,0.1648751,0.471391,0.6419855,0.6441593,0.1138744,0.5599012,0.04155615,0.4369493,0.4522481,0.4984304,0.508122,0.04445798,0.6494595,0.624951,0.3995144,0.4499138,0.7192543,0.5993257,0.4031642,0.6527976,0.6033379,0.6055177,0.1543746,0.6097882,0.3445266,0.1601375,0.5213336,0.5070291,0.1758287,0.0847667,0.6235003,0.4042951,0.0999995,0.6757136,0.4893628,0.1870474,0.5168518,0.3614845,0.5533513,0.3458986,0.6872381,0.5198278,0.4746529,0.5287489,0.03224685,0.6691998,0.1260712,0.4358356,0.6250592,0.6516103,0.08950447,0.6408688,0.5960293,0.3896328,0.04284069,0.4154931,0.480776,0.5548456,0.2456608,0.03499309,0.06514755,0.5148946,0.487848,0.4672891,0.5779861,0.6712559,0.4978153,0.6032303,0.6552368,0.07940536,0.3494827,0.6066425,0.06067389,0.4607885,0.350063,0.06957289,0.4814419,0.6380945,0.3703785,0.7034284,0.3995651,0.03737648,0.6332736,0.6566324,0.4221842,0.6699413,0.04114748,0.486506,0.04272495,0.3281737,0.1803988,0.4731671,0.5130469,0.554354,0.4988809,0.2944781,0.04266729,0.4004797,0.3329299,0.4120595,0.4166672,0.4495209,0.5941757,0.5708241,0.4961976,0.3235228,0.3590676,0.2958393,0.03118759,0.4194879,0.1449403
"cg06849477",0.08509964,0.05879877,0.09337403,0.04722388,0.0828164,0.05573222,0.1241578,0.271892,0.09546718,0.2328415,0.1549634,0.04511679,0.1168584,0.09461231,0.06734136,0.08561663,0.113861,0.06397729,0.04963209,0.08813427,0.06268495,0.1747288,0.08982949,0.05902577,0.0412789,0.04549505,0.1319027,0.09822322,0.2005282,0.05211517,0.06051363,0.1259959,0.1422566,0.03015591,0.1132837,0.04856049,0.1089855,0.1058078,0.1115721,0.05366041,0.05970804,0.1114903,0.1096611,0.09116606,0.1262335,0.09435318,0.05053332,0.1778587,0.1339595,0.1049848,0.2548244,0.1236071,0.08834318,0.129718,0.09598053,0.1111064,0.1319371,0.1198071,0.1386988,0.09023508,0.06556514,0.1045673,0.07600069,0.1241152,0.05095888,0.1348143,0.09593686,0.3199365,0.1141549,0.2091454,0.1245311,0.04179834,0.09796928,0.1000169,0.1173646,0.3426549,0.09828499,0.0424491,0.05801602,0.1018605,0.09257677,0.3338639,0.1070455,0.04407759,0.08638166,0.156715,0.102342,0.04702761,0.09414611,0.1156867,0.09688512,0.1072882,0.06496803,0.05731989,0.04260382,0.1192423,0.1134586,0.03467011,0.1579801,0.1231646,0.08457739,0.05595588,0.04839025,0.265225,0.07336464,0.1198379,0.2863208,0.09672374,0.09034655,0.2304948,0.05124642,0.1074058,0.1085264,0.1473166,0.05961614,0.1362357,0.1929499,0.1015178,0.1193117,0.06520391,0.1300018,0.04167522,0.07907206,0.09131704,0.07896117,0.09102139,0.03641274,0.2156899,0.126048,0.08339357,0.04007405,0.1690063,0.04245733,0.03543725,0.1191515,0.1517907,0.09742599,0.08305719,0.08887311,0.1877735,0.04953689,0.1992791,0.09641063,0.07906531,0.0931168,0.1080712,0.06534351,0.1045021,0.06035824,0.07180002,0.0757714,0.1312933,0.0429897,0.04742382,0.101924,0.1138175,0.1581164,0.08432141,0.04295348,0.1033104,0.03688747,0.09429871,0.04794973,0.09491709,0.04613265,0.1302345,0.04139108,0.04075933,0.06963578,0.09263595,0.0996237,0.1734259,0.1331715,0.08994897,0.04850719,0.1599518,0.1004221,0.06564081,0.07794247,0.08790898,0.1218434,0.1160565,0.08786562,0.07001214,0.05702714,0.07129959,0.1245166,0.09714008,0.06831322,0.04323626,0.08401591,0.2098774
"cg07086380",0.6643569,0.896315,0.7536115,0.9212375,0.7181096,0.5177935,0.6132555,0.03110812,0.7907375,0.0887658,0.1565522,0.9408473,0.7260732,0.7801393,0.8398558,0.7683795,0.1892682,0.8772726,0.861797,0.6820905,0.4826154,0.5330717,0.6835188,0.9049497,0.9127476,0.8919128,0.1296333,0.7282246,0.1265412,0.9091998,0.8805705,0.6862726,0.4535649,0.8720371,0.7728524,0.6940384,0.5855269,0.7381015,0.3886698,0.8811822,0.8233383,0.769549,0.6661963,0.7024642,0.2897537,0.70096,0.9398959,0.1528557,0.4782263,0.7925205,0.08501792,0.643438,0.7812079,0.6177275,0.8432162,0.7043111,0.4708921,0.4549972,0.7501391,0.9344838,0.8011467,0.7218766,0.9506795,0.6641744,0.922693,0.626569,0.7255806,0.06900369,0.6879437,0.08628976,0.6559692,0.9151409,0.803555,0.7518762,0.6053995,0.09184594,0.103643,0.9232019,0.8819126,0.9500183,0.9367738,0.04611427,0.6605797,0.9179468,0.8313232,0.1109286,0.8044742,0.9184743,0.76831,0.7147119,0.7101421,0.7785937,0.8496029,0.9076598,0.9221151,0.6450125,0.7252437,0.9267935,0.8072697,0.5600693,0.9013548,0.8990476,0.860396,0.09769091,0.8810491,0.4941135,0.05641925,0.7921969,0.7422022,0.106745,0.8261871,0.7410919,0.6036122,0.09449171,0.9343953,0.7270511,0.07314255,0.8163552,0.4915988,0.8769433,0.4357961,0.9054177,0.7006103,0.7793987,0.7533083,0.5908122,0.9364024,0.2053035,0.6685143,0.8807633,0.7879678,0.1065244,0.9261283,0.9082755,0.4701308,0.5670608,0.6474116,0.7823424,0.7408301,0.5063912,0.91338,0.1247197,0.8387986,0.8612181,0.7186413,0.7845008,0.8560364,0.7160578,0.8806118,0.8580284,0.7297125,0.490393,0.9581106,0.9392036,0.7237862,0.4287681,0.0697066,0.7415835,0.9254045,0.6823545,0.8817456,0.6512565,0.9015308,0.8248878,0.9484988,0.656404,0.8782963,0.8004292,0.7751026,0.9517631,0.4893337,0.1156146,0.7461112,0.7336882,0.9007145,0.6913767,0.6774094,0.9294358,0.820302,0.6705979,0.6672412,0.7190958,0.7720564,0.8820955,0.8860584,0.7947869,0.481236,0.5827504,0.77015,0.9349212,0.7656879,0.05024781
"cg07156669",0.1262417,0.27714,0.1710163,0.03905927,0.2414114,0.04138922,0.1397135,0.03816947,0.2451962,0.03365388,0.03169284,0.04298967,0.1571925,0.2668943,0.183484,0.2785877,0.1819131,0.2559793,0.200266,0.2032221,0.03902492,0.1492016,0.2519331,0.04519112,0.2660799,0.2760716,0.03083386,0.2222525,0.04164173,0.04598741,0.2874448,0.2134949,0.1299151,0.2365661,0.260539,0.04262936,0.1465089,0.1469894,0.128872,0.2623009,0.03815196,0.2010196,0.2674931,0.1692298,0.2001017,0.1937342,0.03273552,0.06034066,0.1447982,0.2166433,0.03336562,0.1668584,0.1726368,0.1348578,0.3227261,0.1549423,0.1388293,0.1896076,0.2265931,0.07816847,0.2141517,0.1547247,0.05979367,0.1723162,0.1929831,0.1644708,0.205255,0.03172412,0.1739749,0.03042861,0.1502617,0.1550509,0.2379389,0.2139222,0.1548917,0.04165559,0.06767636,0.04416979,0.05496518,0.05829412,0.06120144,0.03999245,0.2001157,0.3153912,0.3111069,0.03746307,0.1539356,0.04907839,0.2798879,0.1862382,0.2292269,0.1912441,0.05560214,0.3649304,0.2615108,0.1440916,0.2266941,0.241221,0.2273864,0.1177808,0.2748381,0.1771246,0.3071843,0.04248387,0.2596748,0.1388435,0.04949072,0.2448615,0.1943225,0.03114892,0.04979516,0.2490508,0.1416713,0.03306079,0.2325857,0.161086,0.03315989,0.1717996,0.1443022,0.2691241,0.1105523,0.2768824,0.204699,0.2523562,0.2159005,0.2414957,0.2728546,0.05163471,0.1716901,0.3347537,0.245634,0.03899126,0.229402,0.2386343,0.1103599,0.2175635,0.1662204,0.1634949,0.2486866,0.1323311,0.03999395,0.03034076,0.2209962,0.2255384,0.1309341,0.1956058,0.2096096,0.1468352,0.206932,0.2170218,0.047143,0.1310079,0.2773466,0.05501645,0.1716833,0.1111624,0.0325233,0.279456,0.2407467,0.1489786,0.3283183,0.1940829,0.0402582,0.2169094,0.289703,0.1804022,0.2401502,0.02845784,0.2027007,0.04683574,0.1369462,0.03771634,0.2200906,0.2275978,0.2529192,0.168867,0.1276354,0.04613817,0.2500734,0.1945675,0.1456866,0.1601388,0.173448,0.2396062,0.3325794,0.2529635,0.1519208,0.1615348,0.3074026,0.04174198,0.195616,0.0389328
"cg07408456",0.3491404,0.2246666,0.2504619,0.2598745,0.2171946,0.2848222,0.3003028,0.7386398,0.299792,0.6204054,0.6665545,0.3241176,0.2578145,0.3147342,0.1622409,0.2287456,0.2639803,0.1398586,0.1876225,0.2316669,0.3752005,0.3819217,0.308634,0.298169,0.2122195,0.1670073,0.5383729,0.2091998,0.7113654,0.3291795,0.1317277,0.2535886,0.368284,0.1781391,0.2610476,0.3521871,0.2993194,0.2524409,0.3507992,0.1767165,0.2937803,0.3182321,0.2859056,0.2752282,0.2140547,0.2990889,0.142768,0.6125412,0.3630868,0.3041039,0.7117445,0.3717852,0.3018404,0.3685653,0.1531198,0.2688373,0.419068,0.2810072,0.2827048,0.2072314,0.1428461,0.2806739,0.1744417,0.3823117,0.1648081,0.3591404,0.2239935,0.6649506,0.3918261,0.6126719,0.380112,0.2387048,0.2813268,0.3336313,0.3980868,0.7187555,0.7196598,0.2158461,0.2208417,0.2412768,0.2684579,0.696897,0.3128413,0.2140038,0.4085709,0.6468077,0.3204767,0.329599,0.3103519,0.2455688,0.2395265,0.2995079,0.2804725,0.1444288,0.1583176,0.3254313,0.2779914,0.1380828,0.1890147,0.3016865,0.1380751,0.2581822,0.1108649,0.6925666,0.2809846,0.3713965,0.7014622,0.2393165,0.2073603,0.5476274,0.1989635,0.2604691,0.4035361,0.6068415,0.123863,0.2806591,0.6199956,0.2817046,0.4107119,0.3007557,0.3402723,0.1855708,0.1931041,0.219514,0.2248121,0.2081454,0.2232904,0.6368175,0.2991244,0.2242903,0.3256357,0.7307283,0.2039567,0.1553797,0.3722157,0.1867224,0.3054293,0.2917582,0.2372239,0.07159608,0.2843832,0.7736514,0.3063148,0.3417978,0.2829029,0.2414711,0.1531628,0.1754221,0.2543764,0.1357131,0.2658586,0.4179716,0.2531463,0.1686709,0.3137712,0.4242135,0.7243429,0.2710094,0.107772,0.345065,0.2878567,0.3220267,0.1946115,0.1801005,0.229885,0.3233625,0.1662754,0.2364687,0.2890615,0.2007379,0.3445278,0.5884332,0.2547698,0.2427886,0.2707581,0.2699288,0.3139875,0.3075058,0.3349004,0.3210772,0.3965868,0.2673167,0.2365995,0.2094337,0.1569441,0.1226267,0.3546627,0.2828071,0.4030303,0.2790704,0.3095438,0.6534942
"cg07509155",0.3255214,0.1693441,0.2322351,0.3470949,0.2459391,0.3569446,0.4637021,0.7124284,0.210612,0.5376781,0.5097297,0.30033,0.2344573,0.3231682,0.2029547,0.2477651,0.1233199,0.1858931,0.2626615,0.2397649,0.4762715,0.4642314,0.4600549,0.4119963,0.1189329,0.2611042,0.5264345,0.2632134,0.5776654,0.3193381,0.1762481,0.4226307,0.3313414,0.1055098,0.4877691,0.487078,0.5078509,0.2444842,0.2865415,0.2222366,0.4649095,0.1803183,0.2972685,0.2624467,0.2273564,0.1761034,0.3610296,0.5180832,0.3368548,0.2388981,0.6698571,0.2939017,0.198532,0.307153,0.2267911,0.270656,0.3135816,0.1946593,0.3988512,0.338112,0.1978792,0.2890633,0.3042414,0.2706588,0.1760208,0.3398561,0.2323142,0.5107591,0.336135,0.4850648,0.279351,0.1872059,0.4266848,0.2263937,0.3200673,0.6952773,0.6413539,0.3606906,0.3051376,0.2524694,0.2836818,0.6997756,0.5284328,0.04173898,0.2496192,0.6903437,0.3099224,0.3867407,0.1773054,0.229584,0.25196,0.2121586,0.3264855,0.292064,0.0563318,0.483974,0.4083423,0.1197848,0.3230219,0.5208619,0.2158804,0.1516526,0.09333273,0.6607135,0.1618215,0.296226,0.7324731,0.3105835,0.2476395,0.5585464,0.2908031,0.2979545,0.2874092,0.5513334,0.2232961,0.247633,0.6794661,0.2338326,0.3095167,0.2175364,0.3561954,0.08741176,0.2601452,0.3062829,0.2811236,0.1550256,0.09843855,0.6348922,0.5119718,0.1887822,0.04701018,0.5278904,0.08448517,0.2054184,0.3746948,0.1626823,0.4607464,0.226253,0.2342636,0.2284293,0.3391157,0.6676351,0.264333,0.276978,0.2277538,0.2303418,0.3744931,0.2836615,0.1988603,0.2114608,0.3017524,0.376694,0.1010921,0.2757402,0.3039603,0.3346309,0.7572004,0.1687317,0.2781238,0.3174417,0.04116254,0.2616509,0.3399545,0.251308,0.09313802,0.4794058,0.1972764,0.3515277,0.1714172,0.2772251,0.3523782,0.6213332,0.3651599,0.252325,0.2614479,0.3557808,0.4486545,0.3400992,0.1472419,0.5020238,0.2929929,0.2690293,0.3621267,0.1097742,0.2013121,0.1924232,0.3285624,0.489,0.2688674,0.3133968,0.2444469,0.6866226
"cg07730301",0.3920191,0.07552607,0.259616,0.4508177,0.2033622,0.6759426,0.3153848,0.7448305,0.2102474,0.7600632,0.7836096,0.6263221,0.3274497,0.2685605,0.1516657,0.2174483,0.5503249,0.129271,0.04811909,0.2209682,0.6981226,0.3611821,0.3250567,0.7461767,0.04988759,0.06574973,0.7435219,0.1991333,0.7553712,0.7058695,0.07437325,0.2518934,0.3918168,0.02415352,0.3778076,0.7248099,0.3086837,0.2368206,0.3988541,0.06385633,0.5225339,0.2425404,0.3374557,0.2365714,0.4537326,0.2382238,0.4658396,0.6720607,0.4243621,0.2072923,0.8484623,0.353925,0.2200525,0.3832254,0.1439863,0.2500287,0.3895547,0.5163025,0.2603802,0.5198669,0.1339821,0.2357247,0.4815941,0.3572197,0.1160217,0.4023872,0.1885926,0.7734512,0.3765609,0.7992138,0.3671427,0.0447683,0.3020416,0.2852205,0.4027545,0.780198,0.8145033,0.4795959,0.4654377,0.3692756,0.3069754,0.7732352,0.2892676,0.02950002,0.1583126,0.7157583,0.3392513,0.6060984,0.1928902,0.224521,0.1956431,0.200065,0.5209913,0.06426571,0.03539273,0.3289875,0.2067067,0.02915246,0.167323,0.3213677,0.07202034,0.09566058,0.06338269,0.7396271,0.1093076,0.3289977,0.7156537,0.2076369,0.1679043,0.6990159,0.5005859,0.1772017,0.3279738,0.7308549,0.0629269,0.2582106,0.7039198,0.2173949,0.3767532,0.1200272,0.3707215,0.03948949,0.2021559,0.1734545,0.1812262,0.5175933,0.03572159,0.7488354,0.3047223,0.1089964,0.03450375,0.6644735,0.03120642,0.04424547,0.3763102,0.3670278,0.2616797,0.2121353,0.1573411,0.3133779,0.5947025,0.6952924,0.1889501,0.1693549,0.2169234,0.1816857,0.1478973,0.1587799,0.1478293,0.1322037,0.4839722,0.3794557,0.02833082,0.4028962,0.2087976,0.3627222,0.6023414,0.2180698,0.04024961,0.2835629,0.03048716,0.2851744,0.5474779,0.1575874,0.03344229,0.2764072,0.04380406,0.5345176,0.1628391,0.4006423,0.3381261,0.6774651,0.2823964,0.1890508,0.04110556,0.2659367,0.2730998,0.2892033,0.1647507,0.2661381,0.3126116,0.2349965,0.2023376,0.07712754,0.1218996,0.1466166,0.3206961,0.3041544,0.2822516,0.3796165,0.1923877,0.6808741
"cg07873128",0.940037,0.9705042,0.9492151,0.1912057,0.9472656,0.3822208,0.933778,0.9258741,0.9415459,0.955192,0.9502578,0.2895682,0.9483141,0.9397326,0.9506562,0.9429153,0.9491138,0.9621446,0.9719249,0.9499766,0.294531,0.9329059,0.9277172,0.3265111,0.9698842,0.9719509,0.9385491,0.9532259,0.9187359,0.4364145,0.9707662,0.9591404,0.933067,0.9687928,0.9545743,0.2919855,0.9358249,0.9576939,0.9450775,0.9495831,0.4362444,0.9573849,0.9406365,0.9464207,0.9510694,0.967215,0.2337723,0.9373056,0.9371692,0.9476439,0.9417843,0.9363996,0.9592416,0.933092,0.9547097,0.9524834,0.9408438,0.9644753,0.9465075,0.9095437,0.9617312,0.9537456,0.9387314,0.9338134,0.9677052,0.8929415,0.9479263,0.9508168,0.9319426,0.9564214,0.9454311,0.9670478,0.9253801,0.9525397,0.9304301,0.9552501,0.7494075,0.3724378,0.4976251,0.9316363,0.9044684,0.9489995,0.9428891,0.9607009,0.9651371,0.8866839,0.9575226,0.2641855,0.9553925,0.9342658,0.9453435,0.9585367,0.2878795,0.8934034,0.9762275,0.9371963,0.9228061,0.9757009,0.9607947,0.9323309,0.9773376,0.9608749,0.947139,0.9503286,0.9704093,0.9469138,0.9615658,0.9417574,0.9542755,0.9399815,0.6091701,0.9599705,0.9409953,0.949797,0.9732764,0.9599261,0.9481696,0.9527091,0.9554514,0.9646515,0.9438177,0.9774916,0.9492097,0.9573497,0.9604378,0.9537176,0.9759707,0.9388934,0.9329416,0.9719223,0.977689,0.9009629,0.972023,0.973457,0.9406829,0.935746,0.9447812,0.9608502,0.9594949,0.7452465,0.2524243,0.9360076,0.9479314,0.9306791,0.9571244,0.9642623,0.9466304,0.9447801,0.9594408,0.9601736,0.6507207,0.9538786,0.9772407,0.3679672,0.9616417,0.9400924,0.931662,0.9387522,0.9755883,0.9320042,0.9736369,0.9173034,0.2834834,0.9591868,0.9745435,0.9369476,0.9528577,0.3788337,0.9566287,0.9314224,0.9387429,0.9388882,0.9482819,0.9508083,0.9705623,0.9582585,0.9231677,0.3178226,0.9491605,0.9233025,0.931204,0.9509925,0.93219,0.9263839,0.9634987,0.9043437,0.9319702,0.9217793,0.9334949,0.4091417,0.9546049,0.9329469
"cg08044694",0.691734,0.2345209,0.5626254,0.9356614,0.4378715,0.9481412,0.6236801,0.954859,0.4723467,0.96596,0.9649688,0.9487948,0.6263591,0.6103818,0.4246327,0.4721308,0.9371079,0.2598688,0.07073314,0.5059037,0.9604443,0.8092287,0.6399324,0.9484969,0.09567907,0.1554476,0.9584998,0.4658187,0.939575,0.9443713,0.152935,0.5359834,0.7251511,0.06985152,0.6928171,0.959846,0.6905822,0.5449713,0.7330347,0.1257943,0.9470101,0.5506554,0.6259277,0.5425604,0.9438016,0.4977844,0.9549146,0.951902,0.7322893,0.4685194,0.9597204,0.6791071,0.4664551,0.6929289,0.3433933,0.5377983,0.7427399,0.9544182,0.6150824,0.9594397,0.3618654,0.5691471,0.9473578,0.6771745,0.30802,0.8134817,0.4232593,0.9608727,0.667159,0.961766,0.680504,0.09395887,0.7038767,0.5619062,0.7090141,0.9582633,0.9392264,0.9410502,0.9366117,0.9575301,0.9596708,0.9589071,0.7097831,0.1249508,0.5050367,0.9493704,0.6433271,0.9409397,0.4441983,0.5094528,0.4876879,0.5073385,0.9441335,0.08867337,0.08953598,0.6513398,0.5955848,0.06215658,0.5462944,0.7090489,0.1430561,0.2988765,0.223371,0.953521,0.3337826,0.7559546,0.9664392,0.4612493,0.4837502,0.9594967,0.9218073,0.5452219,0.699222,0.9586161,0.2871095,0.5911554,0.9622852,0.4795185,0.780478,0.292542,0.7314469,0.1146729,0.4468998,0.5818246,0.5121208,0.9429395,0.078883,0.9495156,0.7079421,0.4258271,0.05204127,0.9365876,0.06858123,0.106635,0.7459956,0.94394,0.6475316,0.4959419,0.4909594,0.843904,0.9432746,0.9537473,0.5314831,0.5078082,0.5579029,0.4246266,0.522254,0.4447641,0.3760028,0.2994028,0.9237466,0.7446528,0.08438163,0.9331298,0.6342499,0.7846841,0.9484127,0.527245,0.1005738,0.6815341,0.1138511,0.6825198,0.9414636,0.3960713,0.06305079,0.6275706,0.1821131,0.9357403,0.4920253,0.9422852,0.7118863,0.9609339,0.6034038,0.473534,0.06017762,0.6067084,0.6609451,0.945061,0.4538949,0.6344203,0.6976876,0.5517384,0.6047007,0.1470563,0.3220612,0.3407494,0.7112045,0.7063068,0.6564959,0.927955,0.553335,0.9557595
"cg08368934",0.7769876,0.2583633,0.7179179,0.5919932,0.5967008,0.8463814,0.7624553,0.9727867,0.6640396,0.9808798,0.9795157,0.6701869,0.7374521,0.6680055,0.4601254,0.5700646,0.9809,0.3510794,0.09241398,0.6196874,0.9068554,0.8658125,0.762486,0.8669886,0.1132423,0.2747806,0.9805308,0.5933201,0.9740424,0.8157776,0.2400031,0.6330652,0.8180304,0.07224699,0.7331033,0.8440107,0.7437981,0.6719419,0.8067018,0.1695052,0.8890469,0.6886341,0.7875232,0.688497,0.9814188,0.6154563,0.6382931,0.9732814,0.8497882,0.60818,0.9786721,0.7884642,0.6388554,0.7930977,0.5220867,0.6870496,0.8440647,0.9852036,0.6949741,0.9113499,0.4539765,0.6972963,0.8916724,0.7799947,0.586444,0.8931851,0.590223,0.979156,0.8031743,0.9795369,0.7782457,0.1489715,0.7541353,0.6955675,0.8117509,0.9749073,0.9625174,0.7411855,0.8703114,0.9241804,0.9197208,0.9795955,0.7825209,0.05796139,0.4432237,0.9705791,0.7006977,0.5194454,0.647382,0.7032342,0.6394235,0.665229,0.7895986,0.07175083,0.02879723,0.7727718,0.7164502,0.03203598,0.6522067,0.7875687,0.2644423,0.5248253,0.2248452,0.9794825,0.4418002,0.8204026,0.9827692,0.5970721,0.5793894,0.9813176,0.8352197,0.6270754,0.8027903,0.9805809,0.259297,0.74348,0.9800243,0.6274312,0.8391137,0.4915528,0.8359818,0.1049919,0.5981064,0.6711815,0.6815722,0.983032,0.04288216,0.9787228,0.7798347,0.4310862,0.02759146,0.9748336,0.06909124,0.2212817,0.8331363,0.9820896,0.7666754,0.6359588,0.6255427,0.8106032,0.6258862,0.9753547,0.6380855,0.5798779,0.6806498,0.6141561,0.4607438,0.6192552,0.5872589,0.4362132,0.7728317,0.8462901,0.09197037,0.768891,0.7359715,0.8522469,0.9716646,0.5993481,0.1081439,0.7887895,0.04001024,0.7881226,0.6720993,0.5362912,0.05207634,0.7606003,0.2682709,0.8165097,0.6140423,0.9069625,0.8229,0.9792554,0.748529,0.6160572,0.1744217,0.7323855,0.7778822,0.8159258,0.6718081,0.7856141,0.7938139,0.6794465,0.6503122,0.1465579,0.379152,0.447351,0.8309082,0.776399,0.8742169,0.7023409,0.6937001,0.9798967
"cg08399444",0.7081423,0.308089,0.6272096,0.966812,0.5119483,0.9632527,0.7332631,0.961359,0.4854696,0.9675304,0.9436575,0.9698092,0.6163793,0.6281662,0.4678739,0.4746511,0.9675445,0.3334385,0.3751888,0.4883182,0.9655754,0.8224009,0.7334843,0.976164,0.2227308,0.9751444,0.97098,0.4808406,0.9602112,0.9688338,0.4069426,0.5781996,0.7769288,0.243933,0.7001835,0.9660144,0.7408159,0.5988634,0.7388611,0.600589,0.9580863,0.5111603,0.626054,0.6035811,0.9677379,0.5218112,0.9675082,0.9646608,0.7647936,0.5135186,0.9681314,0.6989625,0.4921111,0.7150055,0.4614002,0.6090857,0.7749558,0.9732653,0.6471477,0.9700854,0.4798941,0.6396874,0.9695662,0.6847085,0.9730796,0.8267115,0.4364786,0.9647292,0.7235014,0.9708417,0.7175315,0.9672746,0.71003,0.5473606,0.7255902,0.9673201,0.9607958,0.971469,0.9645122,0.9701053,0.9684735,0.9617997,0.7316325,0.9613113,0.4512765,0.9630767,0.6606293,0.9737143,0.4391892,0.5796198,0.4900636,0.4945727,0.9682266,0.9635146,0.9790271,0.7638237,0.6549083,0.2441035,0.5952635,0.7360812,0.3871484,0.4506806,0.3062808,0.9715648,0.3507181,0.771973,0.9663839,0.4987383,0.4713771,0.9732578,0.9698699,0.4613189,0.7178698,0.970938,0.2982974,0.6747082,0.9723575,0.5066189,0.8017389,0.4884441,0.7552388,0.2516113,0.5009147,0.5386413,0.494921,0.9691532,0.1461334,0.9673245,0.7221432,0.5245367,0.9812544,0.9668635,0.1714421,0.5625943,0.77653,0.9639659,0.6839035,0.5036564,0.4649486,0.7709563,0.9708381,0.9672024,0.5185487,0.4844343,0.5090276,0.428557,0.6482241,0.5046724,0.4768273,0.3791311,0.9494615,0.7589128,0.168561,0.9516658,0.6513832,0.7529389,0.9641317,0.4728349,0.5431069,0.7200912,0.9745085,0.6893191,0.9685121,0.406742,0.2508525,0.7601001,0.9620634,0.9716672,0.4826558,0.9746915,0.7730619,0.9682467,0.6161056,0.4795972,0.5427051,0.5807552,0.6927572,0.9740372,0.5402801,0.7273926,0.7032323,0.5807043,0.600546,0.2377488,0.3471541,0.3290737,0.7147232,0.6774125,0.7219967,0.9538804,0.6245835,0.9669904
